node_id,x_mm,y_mm,ux_mm,uy_mm,u_mag_mm
0,60.0,0.0,0.4101792455130703,-0.37127645557182715,0.5532569203468227
1,62.0,0.0,0.4101786150844594,-0.362796694736957,0.5476019886602549
2,64.0,0.0,0.4101768570382662,-0.3543180333011705,0.54202059257209
3,66.0,0.0,0.41017468311569993,-0.34584320505827826,0.5365172813191083
4,68.0,0.0,0.41017339505863293,-0.33737381853983023,0.5310963259617522
5,70.0,0.0,0.41017448740444956,-0.32891071422543927,0.5257617027226228
6,72.0,0.0,0.41017947762743967,-0.3204541695382959,0.5205171261747285
7,74.0,0.0,0.4101898347903445,-0.31200403897212986,0.5153661037556239
8,76.0,0.0,0.41020695415477365,-0.3035598511598734,0.5103119913083967
9,78.0,0.0,0.41023215329319235,-0.2951208757517011,0.5053580422829148
10,80.0,0.0,0.41026667803105615,-0.28668616895936827,0.5005074490706785
11,82.0,0.0,0.41031171269225875,-0.27825460387935963,0.4957633771795916
12,84.0,0.0,0.41036839214176657,-0.2698248897337716,0.4911289936349316
13,86.0,0.0,0.4104378146248546,-0.26139558275437436,0.48660749106186757
14,88.0,0.0,0.4105210551634436,-0.2529650904198164,0.482202108771429
15,90.0,0.0,0.4106191796666683,-0.24453167001086082,0.47791615200621557
16,92.0,0.0,0.41073326013809824,-0.2360934218765114,0.4737530103725264
17,94.0,0.0,0.4108643915186882,-0.22764827733030538,0.46971617641877905
18,96.0,0.0,0.41101371085229244,-0.21919398066007634,0.4658092653288272
19,98.0,0.0,0.4111824196404838,-0.21072806428051286,0.46203603679455013
20,100.0,0.0,0.4113718105018143,-0.2022478155264668,0.45840042033223355
21,102.0,0.0,0.4115832996089388,-0.19375023290264945,0.4549065456407639
22,104.0,0.0,0.41181846690116325,-0.18523196866975822,0.45155878011406086
23,106.0,0.0,0.4120791068423797,-0.17668925330383914,0.4483617763916563
24,108.0,0.0,0.4123672936412918,-0.16811779536924168,0.44532053398070204
25,110.0,0.0,0.4126854665693225,-0.15951264728852654,0.4424404807005494
26,112.0,0.0,0.4130365436106178,-0.1508680226753322,0.4397275822867726
27,114.0,0.0,0.4134240756408379,-0.14217704307512866,0.43718849241153207
28,116.0,0.0,0.4138524593973173,-0.13343137885043638,0.43483076134415427
29,118.0,0.0,0.41432723676240996,-0.12462072621266027,0.43266313053569166
30,120.0,0.0,0.41485552179842944,-0.11573202150585392,0.4306959539727284
31,122.0,0.0,0.41544661709941205,-0.10674821736413911,0.42894180674045634
32,124.0,0.0,0.41611290770948123,-0.09764629626934442,0.4274163674188903
33,126.0,0.0,0.41687114914401197,-0.08839389290071778,0.4261396898797302
34,128.0,0.0,0.41774427477840637,-0.07894324294932817,0.42513799491164433
35,130.0,0.0,0.41876377636508766,-0.06921967564321323,0.4244460671177208
36,132.0,0.0,0.41997244154726504,-0.05909809366563532,0.4241101700432131
37,134.0,0.0,0.4214268714619854,-0.04834994809616362,0.4241913783554994
38,136.0,0.0,0.42320291659974413,-0.03650287586775314,0.42477425600564184
39,138.0,0.0,0.425474955803515,-0.022325138757109297,0.42606026549835324
40,140.0,0.0,0.4300121087314731,0.0,0.4300121087314731
41,60.0,2.0,0.40170100159944,-0.3712770919153858,0.5470012556357976
42,62.0,2.0,0.401701033540482,-0.3627966734428214,0.541281023691639
43,64.0,2.0,0.4017010887152248,-0.35431773701550046,0.5356349721954143
44,66.0,2.0,0.4017019776511961,-0.34584310775872457,0.5300678579513144
45,68.0,2.0,0.4017046710329365,-0.33737448298490896,0.5245838202794806
46,70.0,2.0,0.4017102541333472,-0.3289127283471332,0.5191865860599959
47,72.0,2.0,0.40171985820669553,-0.3204581136717645,0.5138796036968903
48,74.0,2.0,0.4017346161601665,-0.3120104713862082,0.5086661341941294
49,76.0,2.0,0.40175563746917836,-0.3035693031033117,0.503549316378144
50,78.0,2.0,0.4017839959091491,-0.2951338513184207,0.498532215170461
51,80.0,2.0,0.4018207253543942,-0.2867031473382783,0.49361785828513743
52,82.0,2.0,0.40186682052203476,-0.2782760427585513,0.48880926485680315
53,84.0,2.0,0.4019232407406211,-0.2698512292706501,0.48410946839152424
54,86.0,2.0,0.4019909156338876,-0.26142724986734306,0.47952153572636713
55,88.0,2.0,0.40207075213371857,-0.2530025033432948,0.4750485832200198
56,90.0,2.0,0.4021636425678355,-0.244575243158455,0.470693791088694
57,92.0,2.0,0.4022704737775791,-0.23614357111784903,0.46646041659880266
58,94.0,2.0,0.40239213735796,-0.22770542582827394,0.46235180670042036
59,96.0,2.0,0.40252954120775003,-0.2192585654502563,0.45837141061395403
60,98.0,2.0,0.4026836226516344,-0.21080054381139912,0.4545227928531478
61,100.0,2.0,0.4028553634599402,-0.20232867842211316,0.4508096471688238
62,102.0,2.0,0.403045807145893,-0.19384000826005376,0.44723581191597583
63,104.0,2.0,0.40325607895561055,-0.1853312382585493,0.4438052873604604
64,106.0,2.0,0.4034874089521664,-0.17679866608430084,0.4405222554106896
65,108.0,2.0,0.4037411584648224,-0.16823808475851434,0.43739110210626125
66,110.0,2.0,0.40401884978820357,-0.15964465152351476,0.43441644276459823
67,112.0,2.0,0.4043221980928785,-0.15101270832155958,0.4316031486739518
68,114.0,2.0,0.40465314249482265,-0.14233553097701862,0.42895637203501835
69,116.0,2.0,0.4050138690547786,-0.133604970182236,0.4264815613647529
70,118.0,2.0,0.4054068101107334,-0.12481092306747511,0.424184450682855
71,120.0,2.0,0.4058345880719551,-0.11594053071645778,0.4220709887428267
72,122.0,2.0,0.406299841186464,-0.1069769175039208,0.42014714306631495
73,124.0,2.0,0.40680481386005884,-0.09789713920609279,0.4184184585369702
74,126.0,2.0,0.4073505033811925,-0.08866872169754332,0.4168891637022811
75,128.0,2.0,0.4079350307722383,-0.07924361434371374,0.41556051273599404
76,130.0,2.0,0.4085508289886637,-0.06954726506886787,0.4144280419395913
77,132.0,2.0,0.4091806386327738,-0.05945821393732294,0.413478021467334
78,134.0,2.0,0.4097949228133232,-0.04876858768063849,0.4126866291848352
79,136.0,2.0,0.41036530309254865,-0.03710430496470553,0.4120393323812099
80,138.0,2.0,0.410960227209975,-0.023760792476344272,0.41164655179847937
81,140.0,2.0,0.41217273461416737,-0.007596180405366165,0.41224272597108574
82,60.0,4.0,0.39322164051343167,-0.3712788507175418,0.5408061053263112
83,62.0,4.0,0.3932219511183136,-0.36279663772351495,0.5350186007839174
84,64.0,4.0,0.39322248916912006,-0.3543172232856983,0.5293057913014425
85,66.0,4.0,0.39322440177702106,-0.34584293857344645,0.5236723864345081
86,68.0,4.0,0.39322863460656376,-0.3373752709339309,0.5181224107412125
87,70.0,4.0,0.39323607818803996,-0.3289149958432579,0.5126594265975031
88,72.0,4.0,0.3932476129251256,-0.3204623360761349,0.5072866979477021
89,74.0,4.0,0.3932641140986137,-0.31201709395448773,0.5020073010998656
90,76.0,4.0,0.39328644625095044,-0.3035787480413947,0.49682419935736055
91,78.0,4.0,0.3933154563297478,-0.29514652106772216,0.49174029434881283
92,80.0,4.0,0.39335196842847053,-0.28671942652277865,0.4867584622912102
93,82.0,4.0,0.3933967806647147,-0.27829629975416054,0.48188158036411727
94,84.0,4.0,0.3934506639762924,-0.26987581775894903,0.4771125464651363
95,86.0,4.0,0.39351436243213317,-0.2614565104965131,0.4724542944258011
96,88.0,4.0,0.39358859467055635,-0.2530367655261256,0.46790980601251236
97,90.0,4.0,0.39367405614098444,-0.24461482700002712,0.46348212054700466
98,92.0,4.0,0.3937714218783615,-0.23618878944464475,0.459174342649318
99,94.0,4.0,0.3938813495605354,-0.22775658626815126,0.45498964836592765
100,96.0,4.0,0.39400448257712484,-0.21931597247849216,0.45093128974939695
101,98.0,4.0,0.39414145276270873,-0.210864500622021,0.44700259776479245
102,100.0,4.0,0.39429288229823906,-0.20239948839234634,0.44320698317212526
103,102.0,4.0,0.39445938402784064,-0.1939179756270774,0.4395479347226276
104,104.0,4.0,0.3946415590141078,-0.1854166673863514,0.43602901353665263
105,106.0,4.0,0.39483998946420595,-0.17689185830710333,0.4326538417897553
106,108.0,4.0,0.3950552240388466,-0.1683393311565294,0.4294260826435802
107,110.0,4.0,0.39528775074559286,-0.15975421898314404,0.42634940644080216
108,112.0,4.0,0.39553794971034767,-0.15113081467390196,0.4234274351114519
109,114.0,4.0,0.3958060135119654,-0.1424623026986428,0.4206636518911919
110,116.0,4.0,0.3960918156352601,-0.13374037302115768,0.4180612560248501
111,118.0,4.0,0.39639469705169744,-0.12495465260369966,0.41562293134284384
112,120.0,4.0,0.3967131266409992,-0.11609184893852753,0.4133504835357561
113,122.0,4.0,0.3970441753731946,-0.10713443163582059,0.4112442870602708
114,124.0,4.0,0.39738273734296115,-0.09805856525399866,0.4093024824721413
115,126.0,4.0,0.3977204661432329,-0.08883082598745058,0.40751991955584604
116,128.0,4.0,0.3980445649520804,-0.07940296562918601,0.405887061432858
117,130.0,4.0,0.39833711157008417,-0.06970365461665115,0.40438973023670505
118,132.0,4.0,0.3985771034410508,-0.05962600141763001,0.4030123663518445
119,134.0,4.0,0.3987512512436902,-0.0490109871951572,0.4017519598387199
120,136.0,4.0,0.3988885798938105,-0.03763587590595373,0.4006601531534041
121,138.0,4.0,0.39915018221585585,-0.025267008898843514,0.39994910888967505
122,140.0,4.0,0.39998050060943935,-0.012161152288064692,0.40016533394679654
123,60.0,6.0,0.38473842805116554,-0.3712809918514005,0.5346711446575751
124,62.0,6.0,0.3847385329445198,-0.36279576803893143,0.52881424719769
125,64.0,6.0,0.38473869607367867,-0.35431531636986546,0.5230327022957096
126,66.0,6.0,0.3847403286650817,-0.3458412035885047,0.5173308985560988
127,68.0,6.0,0.38474444724182577,-0.33737449023485017,0.5117126501706237
128,70.0,6.0,0.384751873199886,-0.3289157273645983,0.5061813505440554
129,72.0,6.0,0.3847633389853502,-0.320465020051802,0.5007401083435971
130,74.0,6.0,0.3847795360111123,-0.3120221061172721,0.49539185100159355
131,76.0,6.0,0.38480113277488825,-0.3035864259602861,0.4901393983472227
132,78.0,6.0,0.384828779508161,-0.2951571770046329,0.48498551388168804
133,80.0,6.0,0.38486310723634654,-0.2867333535105156,0.4799329404479358
134,82.0,6.0,0.38490472488923366,-0.27831377427879667,0.4749844252134649
135,84.0,6.0,0.3849542160322093,-0.26989710074888407,0.4701427372975426
136,86.0,6.0,0.38501213578585985,-0.2614818474538915,0.4654106802065135
137,88.0,6.0,0.3850790080143309,-0.25306638617824767,0.4607911004203739
138,90.0,6.0,0.3851553226156134,-0.24464894459365238,0.45628689289735824
139,92.0,6.0,0.38524153259900035,-0.23622759964817075,0.45190100384350007
140,94.0,6.0,0.38533805051149717,-0.22780026552777055,0.44763643076331927
141,96.0,6.0,0.38544524363103866,-0.21936467556010278,0.44349621951193663
142,98.0,6.0,0.38556342714582315,-0.21091835693608893,0.4394834577604166
143,100.0,6.0,0.3856928542507404,-0.20245859652151083,0.4356012639163743
144,102.0,6.0,0.3858337016696488,-0.19398239523139255,0.43185277005457745
145,104.0,6.0,0.3859860484963177,-0.18548640732042737,0.4282410967369213
146,106.0,6.0,0.3861498453566155,-0.17696685931809814,0.4247693166482833
147,108.0,6.0,0.38632486962759177,-0.16841944092553884,0.4214404026365375
148,110.0,6.0,0.3865106606928882,-0.15983915655861386,0.41825715391206647
149,112.0,6.0,0.3867064268899463,-0.151220120702105,0.4152220917811919
150,114.0,6.0,0.38691091299108016,-0.14255527182705247,0.4123373135156167
151,116.0,6.0,0.3871222142919196,-0.13383596685055874,0.40960429053063246
152,118.0,6.0,0.3873375223263823,-0.12505139899754517,0.40702359709626657
153,120.0,6.0,0.38755279215836885,-0.11618775418606711,0.4045945636468065
154,122.0,6.0,0.38776234202377163,-0.10722698335627806,0.40231487649780984
155,124.0,6.0,0.3879584543605213,-0.09814502410090262,0.40018021948313665
156,126.0,6.0,0.38813118739403496,-0.08890927487148928,0.39818422593829295
157,128.0,6.0,0.3882689149139391,-0.07947517908624364,0.39631938430921876
158,130.0,6.0,0.3883607436711642,-0.06978212756939459,0.3945802992458328
159,132.0,6.0,0.38840314692525174,-0.0597501624320862,0.392972119179083
160,134.0,6.0,0.3884150695778908,-0.04928304982651213,0.39152916273938043
161,136.0,6.0,0.3884675136796779,-0.03829622479910996,0.39035062446259094
162,138.0,6.0,0.3887277413218455,-0.02683067823434454,0.3896525916347774
163,140.0,6.0,0.38946265798428015,-0.015452664422708151,0.38976909421084327
164,60.0,8.0,0.376249822511079,-0.3712821911194194,0.528596627289709
165,62.0,8.0,0.3762491569432233,-0.36279309953608796,0.522668404604189
166,64.0,8.0,0.3762483068075038,-0.35431105548371505,0.5168163236716674
167,66.0,8.0,0.37624879431382907,-0.3458368174913002,0.511044283360181
168,68.0,8.0,0.37625168933489983,-0.33737092397425944,0.5053557895884954
169,70.0,8.0,0.37625779036025264,-0.32891361105208156,0.4997540278397962
170,72.0,8.0,0.37626774428029786,-0.3204648007544113,0.4942419487541989
171,74.0,8.0,0.37628211579573345,-0.31202412522616824,0.48882234542916436
172,76.0,8.0,0.3763014231783841,-0.30359096244620054,0.48349791474740367
173,78.0,8.0,0.3763261542489483,-0.295164470752678,0.4782713028883415
174,80.0,8.0,0.37635677156306296,-0.2867436172761951,0.473145137933392
175,82.0,8.0,0.376393711974646,-0.2783271991978877,0.4681220527035587
176,84.0,8.0,0.376437383366898,-0.2699138581920389,0.46320470036499956
177,86.0,8.0,0.37648815994610196,-0.2615020887646522,0.4583957646050819
178,88.0,8.0,0.37654637668171237,-0.2530902410962746,0.45369796553466757
179,90.0,8.0,0.3766123229903191,-0.2446765187196923,0.44911406194969267
180,92.0,8.0,0.3766862354449037,-0.2362589710226617,0.44464685016576955
181,94.0,8.0,0.37676828905015797,-0.22783548019407926,0.4402991592872397
182,96.0,8.0,0.3768585864002924,-0.2194037418202028,0.4360738424491119
183,98.0,8.0,0.37695714378681844,-0.21096123785314985,0.4319737632408355
184,100.0,8.0,0.37706387301846406,-0.2025052000647913,0.42800177615164814
185,102.0,8.0,0.3771785573270785,-0.19403256129092988,0.4241606994388503
186,104.0,8.0,0.37730081924238473,-0.18553989065904022,0.4204532782923012
187,106.0,8.0,0.3774300777218937,-0.17702330743219674,0.41688213555319054
188,108.0,8.0,0.3775654911591766,-0.1684783658909126,0.4134497065998989
189,110.0,8.0,0.377705882298465,-0.15989990054434117,0.4101581545171961
190,112.0,8.0,0.3778496408940268,-0.15128181657692943,0.40700926175034485
191,114.0,8.0,0.37799460091856263,-0.14261680444014213,0.404004296056739
192,116.0,8.0,0.37813789279583665,-0.13389594968131135,0.401143853634997
193,118.0,8.0,0.37827578055532296,-0.12510819985925697,0.39842769460312705
194,120.0,8.0,0.37840351471253836,-0.11623964187980626,0.3958546125677303
195,122.0,8.0,0.3785152743699668,-0.10727254191932917,0.3934224335001824
196,124.0,8.0,0.37860435399230224,-0.09818412366730075,0.39112834083232106
197,126.0,8.0,0.3786638986941862,-0.0889451513537569,0.3889699064498739
198,128.0,8.0,0.3786887420112234,-0.07951864213274885,0.38694751294287844
199,130.0,8.0,0.37867927632256226,-0.06985969121571997,0.38506930645396187
200,132.0,8.0,0.37864872048309045,-0.059918995614195225,0.38336032601052433
201,134.0,8.0,0.3786351958474239,-0.04965647332176289,0.38187743698361126
202,136.0,8.0,0.37871790558065704,-0.0390802530833428,0.38072893006502356
203,138.0,8.0,0.3790263428362817,-0.02834538066193061,0.3800847657677381
204,140.0,8.0,0.37969555303893543,-0.017970009591454224,0.38012055224923047
205,60.0,10.0,0.3677551285249114,-0.3712809731220901,0.5225833862254523
206,62.0,10.0,0.3677531253294046,-0.3627875938079167,0.5165822290889251
207,64.0,10.0,0.36775073944874437,-0.35430357624636943,0.5106580367585193
